Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,nodeX,nodeY,STREET1,STREET2
1,1,0,0,2010,1001373.935,239099.908,WEST 147 STREET,ADAM C POWELL BOULEVARD
1,0,1,0,2010,1001375.464,230930.3249,EAST 120 STREET,3 AVENUE
1,1,0,0,2010,1001478.768,229652.6799,2 AVENUE,EAST 116 STREET
1,1,0,0,2010,1002032.956,236328.7393,EAST 139 STREET,WEST 139 STREET
2,0,0,2,2010,1002199.412,163557.0627,EAST 38 STREET,QUENTIN ROAD
1,1,0,0,2010,1002639.589,231748.2531,2 AVENUE,EAST 125 STREET
1,1,0,0,2010,1003048.571,251819.4459,BROADWAY,WEST 192 STREET
1,1,0,0,2010,1003172.029,218075.7709,21 STREET,BROADWAY
1,1,0,0,2010,1003724.898,169814.3993,AVENUE H,KINGS HIGHWAY
1,0,0,1,2010,1003855.639,173231.1309,UTICA AVENUE,AVENUE D
1,0,1,0,2010,1004136.919,198151.0542,VARICK AVENUE,MESEROLE STREET
1,1,0,0,2010,1004311.741,195804.366,KNICKERBOCKER AVENUE,MELROSE STREET
1,1,0,0,2010,1004367.889,237508.8449,GRAND CONCOURSE,EAST 149 STREET
1,0,0,1,2010,1004571.37,207598.5415,39 PLACE,51 AVENUE
1,0,0,1,2010,1005296.109,175438.4067,EAST 56 STREET,KINGS HIGHWAY
1,0,0,1,2010,1005454.156,176287.4044,SNYDER AVENUE,KINGS HIGHWAY
1,0,0,1,2010,1005629.783,237083.1601,MORRIS AVENUE,EAST 149 STREET
1,0,0,1,2010,1005712.808,182792.2601,RALPH AVENUE,EASTERN PARKWAY
1,1,0,0,2010,1005730.744,243903.7993,EDWARD L GRANT HIGHWAY,EAST 167 STREET
1,0,1,0,2010,1006253.348,191009.9336,GATES AVENUE,BUSHWICK AVENUE
1,1,0,0,2010,1007120.285,177671.4403,LINDEN BOULEVARD,CHURCH AVENUE
1,1,0,0,2010,1007268.982,250741.6954,WEST BURNSIDE AVENUE,SEDGWICK AVENUE
1,0,0,1,2010,1007790.707,236191.8758,BROOK AVENUE,EAST 149 STREET
1,0,0,1,2010,1008009.918,256689.0631,BROADWAY,WEST 218 STREET
1,0,0,1,2010,1008130.011,202659.6669,RUST STREET,MASPETH AVENUE
1,1,0,0,2010,1008193.741,195336.8735,BLEECKER STREET,ST NICHOLAS AVENUE
1,0,0,1,2010,1008319.669,170821.1325,FLATLANDS AVENUE,EAST 80 STREET
1,0,0,1,2010,1008591.588,172971.4235,FARRAGUT ROAD,EAST 86 STREET
1,1,0,0,2010,1009481.15,221592.8538,DITMARS BOULEVARD,35 STREET
1,1,0,0,2010,1009518.82,180676.0373,LIVONIA AVENUE,ROCKAWAY AVENUE
1,1,0,0,2010,1009638.718,195502.4936,SENECA AVENUE,GATES AVENUE
1,0,0,1,2010,1009896.113,156740.8923,BELT PARKWAY,BELT PARKWAY EXIT 11 NORTH EB
1,1,0,0,2010,1011002.026,270877.5272,RIVERDALE AVENUE,WEST 261 STREET
1,1,0,0,2010,1011255.726,255782.1574,WEST KINGSBRIDGE ROAD,WEBB AVENUE
1,0,1,0,2010,1011651.106,199648.1477,ELIOT AVENUE,FRESH POND ROAD
1,1,0,0,2010,1011783.868,194965.6669,69 AVENUE,FOREST AVENUE
1,1,0,0,2010,1012327.41,173192.4142,AVENUE J,ROCKAWAY PARKWAY
1,1,0,0,2010,1012516.324,263731.0458,BROADWAY,MANHATTAN COLLEGE PARKWAY
1,0,0,1,2010,1012596.846,241474.9918,PROSPECT AVENUE,EAST 169 STREET
1,1,0,0,2010,1012861.373,185482.2446,ATLANTIC AVENUE,PENNSYLVANIA AVENUE
1,1,0,0,2010,1012977.783,236701.1631,SOUTHERN BOULEVARD,LONGWOOD AVENUE
1,1,0,0,2010,1013337.995,238402.5144,EAST 163 STREET,TIFFANY STREET
1,1,0,0,2010,1013550.987,246127.7315,CROTONA AVENUE,CROTONA PARK NORTH
1,0,1,0,2010,1013788.362,252570.9437,WEBSTER AVENUE,EAST 188 STREET
1,1,0,0,2010,1013968.227,252807.4459,EAST 189 STREET,WEBSTER AVENUE
1,1,0,0,2010,1014186.708,253299.2034,DECATUR AVENUE,EAST FORDHAM ROAD
1,0,1,0,2010,1014373.364,247301.8007,CROTONA AVENUE,EAST TREMONT AVENUE
1,1,0,0,2010,1015044.275,210136.5811,WOODSIDE AVENUE,76 STREET
1,0,0,1,2010,1016117.002,200572.1649,JUNIPER BOULEVARD SOUTH,70 STREET
1,0,1,0,2010,1016405.699,180257.7147,LINDEN BOULEVARD,SCHENCK AVENUE
1,1,0,0,2010,1016879.993,175542.6618,PENNSYLVANIA AVENUE,TWIN PINES DRIVE
1,0,1,0,2010,1017849.801,212666.8877,37 AVENUE,88 STREET
1,0,0,1,2010,1018730.695,212004.8385,91 STREET,ROOSEVELT AVENUE
1,1,0,0,2010,1019758.386,259418.3149,EAST GUN HILL ROAD,WEBSTER AVENUE
1,1,0,0,2010,1020808.079,248569.413,SAGAMORE STREET,AMETHYST STREET
1,0,1,0,2010,1021013.633,257845.713,WHITE PLAINS ROAD,BARTHOLDI STREET
1,0,0,1,2010,1021591.558,258067.0807,HOLLAND AVENUE,MAGENTA STREET
1,0,0,1,2010,1022547.566,239449.6776,LELAND AVENUE,STORY AVENUE
1,1,0,0,2010,1022801.145,244770.6841,UNIONPORT ROAD,METROPOLITAN OVAL
1,1,0,0,2010,1023129.124,198651.9718,METROPOLITAN AVENUE,WOODHAVEN BOULEVARD
1,1,0,0,2010,1023324.143,191611.3301,JAMAICA AVENUE,85 STREET
1,0,0,1,2010,1023569.362,184914.001,78 STREET,NORTH CONDUIT AVENUE
1,0,0,1,2010,1023610.442,214989.3142,111 STREET,34 AVENUE
1,1,0,0,2010,1023756.462,237245.0528,WHITE PLAINS ROAD,RANDALL AVENUE
1,1,0,0,2010,1024683.002,248692.0046,LURTING AVENUE,MORRIS PARK AVENUE
1,1,0,0,2010,1025122.21,206587.9957,YELLOWSTONE BOULEVARD,63 ROAD
1,1,0,0,2010,1025245.701,192030.5779,JAMAICA AVENUE,WOODHAVEN BOULEVARD
1,1,0,0,2010,1025736.438,206835.8593,108 STREET,63 ROAD
1,1,0,0,2010,1026495.593,256638.6157,EAST GUN HILL ROAD,FISH AVENUE
1,0,0,1,2010,1026722.775,252139.1729,SEYMOUR AVENUE,PELHAM PARKWAY NORTH
1,1,0,0,2010,1026729.235,256481.3555,EAST GUN HILL ROAD,SEXTON PLACE
1,0,0,1,2010,1027140.169,249028.6936,EASTCHESTER ROAD,SACKETT AVENUE
1,1,0,0,2010,1027312.915,258806.0064,TILLOTSON AVENUE,KINGSLAND AVENUE
1,1,0,0,2010,1027475.995,264626.4275,EDENWALD AVENUE,BAYCHESTER AVENUE
1,1,0,0,2010,1027730.109,239551.8723,LAFAYETTE AVENUE,ZEREGA AVENUE
1,0,0,1,2010,1027736.496,197704.6542,METROPOLITAN AVENUE,J ROBINSON PY WB EN METROPOLITAN
1,0,0,1,2010,1027947.149,263005.8241,EAST 233 STREET,GRENADA PLACE
1,0,0,1,2010,1028444.864,180691.5521,CROSS BAY BOULEVARD,157 AVENUE
1,1,0,0,2010,1028665.051,201481.0508,QUEENS BOULEVARD,ASCAN AVENUE
1,0,0,1,2010,1029669.54,174426.706,CROSS BAY BOULEVARD,NORTH CHANNEL BRIDGE
1,0,0,1,2010,1030626.159,172075.5135,CROSS BAY BOULEVARD,NORTH CHANNEL BRIDGE
1,1,0,0,2010,1031355.078,199420.2807,QUEENS BOULEVARD,80 ROAD
1,0,1,0,2010,1031493.589,215553.0434,MAIN STREET,41 AVENUE
1,1,0,0,2010,1031623.808,189531.7443,103 AVENUE,114 STREET
1,1,0,0,2010,1031855.688,217647.7665,NORTHERN BOULEVARD,UNION STREET
1,1,0,0,2010,1033013.411,189338.9396,LEFFERTS BOULEVARD,LIBERTY AVENUE
1,1,0,0,2010,1034393.464,185661.7849,LEFFERTS BOULEVARD,ROCKAWAY BOULEVARD
1,1,0,0,2010,1036359.136,192649.8812,97 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1,1,0,0,2010,1036849.709,225971.9392,CLINTONVILLE STREET,CROSS ISLAND PARKWAY
1,0,0,1,2010,1037642.493,183749.9419,131 AVENUE,131 STREET
1,1,0,0,2010,1037773.802,199334.7723,84 ROAD,PARSONS BOULEVARD
1,0,1,0,2010,1041434.513,182521.8965,INWOOD STREET,135 AVENUE
1,1,0,0,2010,1041635.133,198580.9582,CEDARCROFT ROAD,HOMELAWN STREET
1,0,0,1,2010,1041654.475,251190.0984,CITY IS BRIDGE,CITY ISLAND AVENUE
1,0,0,1,2010,1041768.692,211415.0201,UTOPIA PARKWAY,UNDERHILL AVENUE
1,0,0,1,2010,1042022.763,186836.0345,119 AVENUE,SUTPHIN BOULEVARD
1,1,0,0,2010,1043409.552,204375.1887,182 STREET,UNION TURNPIKE
1,1,0,0,2010,1045845.157,190710.1442,MERRICK BOULEVARD,115 AVENUE
1,0,0,1,2010,1046144.34,202260.6917,GRAND CENTRAL PARKWAY SR SOUTH,MC LAUGHLIN AVENUE
1,1,0,0,2010,1046183.381,212325.6873,53 AVENUE,202 STREET
1,1,0,0,2010,1046859.22,182720.8101,NORTH CONDUIT AVENUE,161 STREET
1,0,0,1,2010,1047020.014,199895.1715,HILLSIDE AVENUE,188 STREET
1,1,0,0,2010,1047649.067,216199.5739,212 STREET,NORTHERN BOULEVARD
1,1,0,0,2010,1048627.455,179944.3951,147 AVENUE,GUY R BREWER BOULEVARD
1,1,0,0,2010,1049368.592,183564.1877,142 AVENUE,FARMERS BOULEVARD
1,1,0,0,2010,1051229.497,209277.1799,73 AVENUE,BELL BOULEVARD
1,0,0,1,2010,1051435.834,180997.1453,145 ROAD,221 STREET
1,1,0,0,2010,1052653.585,202155.9675,211 STREET,89 ROAD
1,1,0,0,2010,1054491.577,207442.118,SPRINGFIELD BOULEVARD,UNION TURNPIKE
1,1,0,0,2010,1058777.572,198834.1959,223 STREET,HEMPSTEAD AVENUE
1,0,0,1,2010,1059630.582,214335.6045,64 AVENUE,MARATHON PARKWAY
1,1,0,0,2010,1059829.971,202952.6588,JAMAICA AVENUE,240 STREET
1,0,0,1,2010,1004810.247,171572.1221,PRESTON COURT,KINGS HIGHWAY
1,1,0,0,2010,1011394.699,144090.078,ROCKAWAY BREEZY BOULEVARD,BEACH 193 STREET
1,0,0,1,2010,1013631.095,198855.5804,METROPOLITAN AVENUE,65 LANE
1,0,0,1,2010,1035110.605,256899.9767,HUTCHINSON RIVER PKWY SB EN SHR,HUTCHINSON RIVER PKWY NB EN SHR
1,0,0,1,2011,920247.1408,131603.7293,VETERANS ROAD GREENWAY,TYRELLAN AVENUE
1,1,0,0,2011,937477.8583,165774.2538,GOETHALS ROAD NORTH,SOUTH AVENUE
1,1,0,0,2011,944104.9799,137455.7937,HYLAN BOULEVARD,CLEVELAND AVENUE
1,0,0,1,2011,944585.2348,138025.1823,HILLSIDE TERRACE,HYLAN BOULEVARD
1,0,0,1,2011,947525.1305,167502.5732,ORDELL AVENUE,FOREST AVENUE
1,1,0,0,2011,947659.8743,159937.9561,WESTWOOD AVENUE,BRADLEY AVENUE
1,0,0,1,2011,953888.4082,163190.8725,VICTORY BOULEVARD,MARX STREET
1,0,0,1,2011,954221.7113,147737.8561,BURBANK AVENUE,HYLAN BOULEVARD
1,0,0,1,2011,957250.2518,156198.9708,RICHMOND ROAD,BURGHER AVENUE
1,0,0,1,2011,958597.5323,173946.5298,FILLMORE STREET,FRANKLIN AVENUE
1,1,0,0,2011,978525.1069,173239.0479,60 STREET,3 AVENUE
1,0,0,1,2011,979822.1811,164796.952,11 AVENUE,82 STREET
1,1,0,0,2011,980416.3233,173081.7779,56 STREET,5 AVENUE
1,1,0,0,2011,981674.2013,173413.5486,6 AVENUE,52 STREET
1,1,0,0,2011,982056.9171,202939.9813,HOLLAND TUNNEL APPROACH,CANAL STREET
1,1,0,0,2011,982536.1881,159288.6136,18 AVENUE,BATH AVENUE
1,0,1,0,2011,982911.7809,170106.7051,59 STREET,FT HAMILTON PARKWAY
1,0,1,0,2011,982965.1699,202085.1471,CANAL STREET,WEST BROADWAY
1,1,0,0,2011,983146.6492,187884.7955,COLUMBIA STREET,SUMMIT STREET
1,1,0,0,2011,983973.8621,177570.7154,5 AVENUE,34 STREET
1,1,0,0,2011,984014.9578,211482.3658,9 AVENUE,WEST 24 STREET
1,1,0,0,2011,984431.1512,184203.4414,LORRAINE STREET,SMITH STREET
1,1,0,0,2011,984478.7758,173183.5589,46 STREET,9 AVENUE
1,0,0,1,2011,984639.074,179699.9927,4 AVENUE,26 STREET
1,0,1,0,2011,984639.4907,212609.6339,9 AVENUE,WEST 29 STREET
1,0,0,1,2011,984643.2636,217724.5413,WEST 46 STREET,12 AVENUE
1,0,0,1,2011,984928.4074,211276.2081,8 AVENUE,WEST 25 STREET
1,0,0,1,2011,984973.7978,216939.5199,11 AVENUE,WEST 44 STREET
1,1,0,0,2011,985015.9565,218404.2611,12 AVENUE,WEST 49 STREET
1,1,0,0,2011,985086.14,200331.5715,ELIZABETH STREET,CANAL STREET
1,1,0,0,2011,985473.7475,157957.2153,BAY PARKWAY,BENSON AVENUE
1,1,0,0,2011,985665.5943,147989.5879,WEST 29 STREET,SURF AVENUE
1,1,0,0,2011,985910.4822,155557.2628,BAY 37 STREET,HARWAY AVENUE
1,1,0,0,2011,986206.1903,199344.3195,EAST BROADWAY,PIKE STREET
1,0,1,0,2011,986219.2743,201581.8771,DELANCEY STREET,CHRYSTIE STREET
1,1,0,0,2011,986932.9343,216750.5931,9 AVENUE,WEST 47 STREET
1,1,0,0,2011,987172.4252,207416.7703,EAST 16 STREET,UNION SQUARE EAST
1,1,0,0,2011,987419.0849,219486.6113,WEST 57 STREET,10 AVENUE
1,1,0,0,2011,987443.0513,173158.3427,12 AVENUE,39 STREET
1,1,0,0,2011,987520.5217,201065.9532,DELANCEY STREET,ESSEX STREET
1,1,0,0,2011,987524.5636,221533.8644,WEST 64 STREET,WEST END AVENUE
1,1,0,0,2011,987852.8865,160069.9407,STILLWELL AVENUE,KINGS HIGHWAY
1,1,0,0,2011,988786.0867,208210.5318,EAST 22 STREET,3 AVENUE
1,0,1,0,2011,989283.8712,164034.6274,21 AVENUE,62 STREET
1,0,1,0,2011,989586.4723,157307.5119,WEST 9 STREET,AVENUE T
1,1,0,0,2011,991361.2587,173639.5261,OCEAN PARKWAY,BEVERLY ROAD
1,0,0,1,2011,991436.5965,170982.5433,EAST 5 STREET,DITMAS AVENUE
1,1,0,0,2011,991569.4699,223262.7487,CPW 77 APPROACH,CENTRAL PARK WEST
1,1,0,0,2011,992481.9189,219090.3916,EAST 65 STREET,5 AVENUE
1,1,0,0,2011,992718.3817,229049.8136,WEST 98 STREET,AMSTERDAM AVENUE
1,1,0,0,2011,992818.3257,190469.5574,DEKALB AVENUE,VANDERBILT AVENUE
1,1,0,0,2011,993144.4376,231232.6668,BROADWAY,WEST 106 STREET
1,1,0,0,2011,993350.2147,214988.3726,2 AVENUE,EAST 53 STREET
1,1,0,0,2011,993522.9601,152253.1847,OCEAN PARKWAY,SHORE PARKWAY
1,1,0,0,2011,993641.1229,166857.1414,AVENUE J,EAST 10 STREET
1,0,0,1,2011,993917.8707,166897.2135,AVENUE J,CONEY ISLAND AVENUE
1,1,0,0,2011,994099.7536,157962.6287,AVENUE T,EAST 7 STREET
1,0,0,1,2011,994244.1992,175757.4907,EAST 17 STREET,CHURCH AVENUE
1,1,0,0,2011,994386.6231,215306.5245,1 AVENUE,EAST 56 STREET
1,1,0,0,2011,994695.5332,161513.117,AVENUE P,CONEY ISLAND AVENUE
1,1,0,0,2011,994704.1585,197921.993,BROADWAY,DRIGGS AVENUE
1,1,0,0,2011,994962.2289,196856.8967,ROEBLING STREET,LEE AVENUE
1,1,0,0,2011,995159.0198,180082.1507,FLATBUSH AVENUE,WASHINGTON AVENUE
1,1,0,0,2011,995387.1723,178144.3692,FLATBUSH AVENUE,PARKSIDE AVENUE
1,1,0,0,2011,995800.9168,234613.4885,AMSTERDAM AVENUE,MORNINGSIDE DRIVE
1,1,0,0,2011,996167.7317,193934.4291,FLUSHING AVENUE,BEDFORD AVENUE
1,0,0,1,2011,996289.1911,169020.4465,CAMPUS ROAD,AVENUE H
1,1,0,0,2011,996375.2444,177931.1609,BEDFORD AVENUE,CLARKSON AVENUE
1,0,1,0,2011,996698.3606,198166.2117,BORINQUEN PLACE,RODNEY STREET
1,0,0,1,2011,996980.3909,174885.419,LOTT STREET,TILDEN AVENUE
1,1,0,0,2011,997077.0344,156179.1841,GRAVESEND NECK ROAD,EAST 17 STREET
1,1,0,0,2011,997377.0863,160189.2089,AVENUE R,OCEAN AVENUE
1,1,0,0,2011,997784.0605,232620.1313,ADAM C POWELL BOULEVARD,WEST 119 STREET
1,0,0,1,2011,997849.6903,241051.5412,WEST 147 STREET,RIVERSIDE DRIVE
1,1,0,0,2011,997925.4316,204873.2124,MC GUINNESS BOULEVARD,CALYER STREET
1,1,0,0,2011,997979.6051,220318.7513,YORK AVENUE,EAST 79 STREET
1,1,0,0,2011,998787.6313,223251.1576,1 AVENUE,EAST 90 STREET
1,0,1,0,2011,998908.1003,224999.7069,2 AVENUE,EAST 96 STREET
1,0,0,1,2011,999039.35,197134.5602,MESEROLE STREET,LEONARD STREET
1,1,0,0,2011,1000090.995,214734.3901,12 STREET,40 AVENUE
1,0,1,0,2011,1000233.777,233081.3114,WEST 125 STREET,5 AVENUE
1,0,1,0,2011,1000499.495,199173.5161,AINSLIE STREET,BUSHWICK AVENUE
1,1,0,0,2011,1000545.702,199668.9416,METROPOLITAN AVENUE,ORIENT AVENUE
2,1,0,1,2011,1000801.312,212879.8761,RAMP,QUEENS PLAZA NORTH
1,1,0,0,2011,1000858.04,154848.5207,AVENUE Y,NOSTRAND AVENUE
1,0,1,0,2011,1000911.341,247944.5225,WEST 176 STREET,FT WASHINGTON AVENUE
1,1,0,0,2011,1001112.003,238627.7009,ADAM C POWELL BOULEVARD,WEST 145 STREET
1,1,0,0,2011,1001478.768,229652.6799,2 AVENUE,EAST 116 STREET
1,1,0,0,2011,1001575.474,232338.6026,LEXINGTON AVENUE,EAST 125 STREET
1,1,0,0,2011,1001821.933,183054.133,TROY AVENUE,EASTERN PARKWAY
1,1,0,0,2011,1002142.749,230804.3508,2 AVENUE,EAST 121 STREET
1,1,0,0,2011,1002212.329,193214.0893,BROADWAY,JEFFERSON STREET
1,0,1,0,2011,1002826.075,197706.9639,MESEROLE STREET,MORGAN AVENUE
1,0,0,1,2011,1003371.251,179118.862,UTICA AVENUE,WINTHROP STREET
1,1,0,0,2011,1003617.037,176136.2137,UTICA AVENUE,SNYDER AVENUE
1,1,0,0,2011,1003725.128,249865.3356,AUDUBON AVENUE,WEST 187 STREET
2,2,0,0,2011,1003966.256,241380.0281,MACOMBS DAM BRIDGE,EAST 161 STREET
1,0,0,1,2011,1004273.198,168142.7622,AVENUE J,UTICA AVENUE
1,0,1,0,2011,1004313.007,177549.0948,LINDEN BOULEVARD,EAST 53 STREET
1,1,0,0,2011,1004330.609,167430.2505,FLATLANDS AVENUE,UTICA AVENUE
1,0,0,1,2011,1004405.018,216053.6854,34 AVENUE,31 STREET
1,0,0,1,2011,1004466.347,152337.1973,BELT PARKWAY EXIT 9 WESTBOUND,SHORE PARKWAY
1,0,1,0,2011,1004672.865,199430.8187,METROPOLITAN AVENUE,GARDNER AVENUE
1,1,0,0,2011,1005319.718,161091.2871,COLEMAN STREET,AVENUE U
1,0,1,0,2011,1005426.178,163999.9063,EAST 53 STREET,AVENUE O
1,1,0,0,2011,1005454.156,176287.4044,SNYDER AVENUE,KINGS HIGHWAY
1,1,0,0,2011,1005537.506,236831.4841,EAST 148 STREET,MORRIS AVENUE
1,0,1,0,2011,1005578.224,194023.4837,STOCKHOLM STREET,WILSON AVENUE
1,0,0,1,2011,1005769.025,161455.8005,FLATBUSH AVENUE,AVENUE U
1,1,0,0,2011,1005803.926,193018.7744,HARMAN STREET,CENTRAL AVENUE
1,1,0,0,2011,1005816.502,191335.786,GROVE STREET,BUSHWICK AVENUE
1,0,0,1,2011,1006219.929,178956.7265,LENOX ROAD,KINGS HIGHWAY
2,0,0,2,2011,1006261.294,242011.9363,EAST 165 STREET,GRAND CONCOURSE
1,1,0,0,2011,1006309.863,208676.2986,45 STREET,48 AVENUE
1,0,0,1,2011,1006319.903,231810.648,EAST 132 STREET,ST ANNS AVENUE
1,1,0,0,2011,1006472.045,218416.8299,NEWTOWN AVENUE,33 STREET
1,0,0,1,2011,1006749.16,172669.1865,EAST 80 STREET,FOSTER AVENUE
1,0,0,1,2011,1007137.424,231364.4218,EAST 132 STREET,CYPRESS AVENUE
1,0,0,1,2011,1007236.656,187965.3958,SARATOGA AVENUE,BAINBRIDGE STREET
1,1,0,0,2011,1007389.53,173166.2295,FOSTER AVENUE,EAST 83 STREET
1,1,0,0,2011,1007921.287,232776.3219,EAST 138 STREET,CYPRESS AVENUE
1,0,0,1,2011,1008189.86,232299.3248,EAST 137 STREET,BRUCKNER BOULEVARD
1,0,0,1,2011,1008271.762,232249.6694,RFK BRIDGE BRONX ENTRANCE RAMP,EAST 137 STREET
1,1,0,0,2011,1008643.435,253242.2252,WEST FORDHAM ROAD,CEDAR AVENUE
1,1,0,0,2011,1009037.335,169115.8902,PAERDEGAT 4 STREET,PAERDEGAT AVENUE NORTH
1,1,0,0,2011,1009098.942,231134.8521,WALNUT AVENUE,EAST 135 STREET
1,1,0,0,2011,1009448.591,185083.8497,EASTERN PARKWAY,DEAN STREET
1,1,0,0,2011,1010105.807,241482.8527,EAST 167 STREET,3 AVENUE
1,1,0,0,2011,1010857.42,171942.1083,AVENUE J,REMSEN AVENUE
1,1,0,0,2011,1011020.074,210931.8518,ROOSEVELT AVENUE,61 STREET
1,1,0,0,2011,1011595.486,244670.9435,CLAREMONT PARKWAY,3 AVENUE
1,1,0,0,2011,1011924.58,251675.4632,GRAND CONCOURSE,EAST 183 STREET
2,0,0,2,2011,1012070.311,209220.5265,BROOKLYN QUEENS EP ET 39 W WB,65 PLACE
1,1,0,0,2011,1012222.936,238430.5852,EAST 163 STREET,REV JAMES POLITE AVENUE
1,1,0,0,2011,1012811.097,214910.9971,32 AVENUE,70 STREET
1,1,0,0,2011,1012885.034,268830.484,BROADWAY,MOSHOLU AVENUE
1,1,0,0,2011,1013486.893,249662.1011,BATHGATE AVENUE,EAST 181 STREET
1,1,0,0,2011,1013554.327,253472.6775,EAST KINGSBRIDGE ROAD,EAST FORDHAM ROAD
1,0,0,1,2011,1014630.453,203680.7479,71 STREET,QUEENS MIDTOWN EXPRESSWAY SR S
1,1,0,0,2011,1014703.17,256087.2129,EAST 198 STREET,VALENTINE AVENUE
1,1,0,0,2011,1015306.463,244373.6934,EAST 174 STREET,BOSTON ROAD
1,1,0,0,2011,1015381.321,252482.335,BATHGATE AVENUE,EAST FORDHAM ROAD
1,1,0,0,2011,1015858.712,260156.5778,MOSHOLU PARKWAY,PAUL AVENUE
1,0,1,0,2011,1015937.82,179991.7638,LINDEN BOULEVARD,VAN SICLEN AVENUE
1,1,0,0,2011,1016717.683,209952.6084,82 STREET,BROADWAY
1,0,0,1,2011,1016838.507,191478.8632,JACKIE ROBINSON PARKWAY,CYPRESS HILLS STREET
2,0,0,2,2011,1017243.614,251457.9998,SOUTHERN BOULEVARD,EAST FORDHAM ROAD
1,1,0,0,2011,1017313.919,184899.6407,PITKIN AVENUE,SHEPHERD AVENUE
1,0,0,1,2011,1017514.04,174793.677,FREEPORT LOOP,PENNSYLVANIA AVENUE
1,1,0,0,2011,1019837.448,205692.3249,WETHEROLE STREET,WOODHAVEN BOULEVARD
1,1,0,0,2011,1019879.997,209783.6356,CORONA AVENUE,93 STREET
1,0,0,1,2011,1020176.249,206536.0604,QUEENS BOULEVARD,WOODHAVEN BOULEVARD
1,0,0,1,2011,1020871.907,251395.1685,WHITE PLAINS ROAD,PELHAM PARKWAY SOUTH
1,1,0,0,2011,1020968.19,215260.8586,NORTHERN BOULEVARD,101 STREET
1,1,0,0,2011,1021030.332,202453.7621,63 DRIVE,WOODHAVEN BOULEVARD
1,0,1,0,2011,1021198.236,212411.2475,99 STREET,39 AVENUE
1,1,0,0,2011,1021218.721,254612.4291,ALLERTON AVENUE,CRUGER AVENUE
2,2,0,0,2011,1021331.05,188208.056,ATLANTIC AVENUE,ELDERT LANE
1,1,0,0,2011,1022116.957,243713.3007,WHITE PLAINS ROAD,WOOD AVENUE
1,0,0,1,2011,1022682.95,182649.7243,FORBELL STREET,LORING AVENUE
1,0,0,1,2011,1023853.607,246630.3654,BRONXDALE AVENUE,PIERCE AVENUE
1,1,0,0,2011,1025146.275,244015.7673,STARLING AVENUE,CASTLE HILL AVENUE
1,1,0,0,2011,1025287.378,267952.0147,WHITE PLAINS ROAD,EAST 240 STREET
1,1,0,0,2011,1025440.986,253693.2118,MACE AVENUE,THROOP AVENUE
1,1,0,0,2011,1025447.616,207571.4812,62 ROAD,108 STREET
1,1,0,0,2011,1025581.724,198155.4899,METROPOLITAN AVENUE,71 AVENUE
1,1,0,0,2011,1025706.324,241096.3115,CHATTERTON AVENUE,CASTLE HILL AVENUE
1,0,0,1,2011,1025712.524,243290.9659,WESTCHESTER AVENUE,GLEBE AVENUE
1,1,0,0,2011,1025893.967,240048.6463,STORY AVENUE,CASTLE HILL AVENUE
1,1,0,0,2011,1026173.435,190024.3713,ATLANTIC AVENUE,WOODHAVEN BOULEVARD
1,0,0,1,2011,1026495.613,197377.9061,72 ROAD,UNION TURNPIKE
1,1,0,0,2011,1026705.727,189213.6774,97 AVENUE,WOODHAVEN BOULEVARD
1,1,0,0,2011,1027072.774,266004.2167,BAYCHESTER AVENUE,PITMAN AVENUE
1,1,0,0,2011,1027767.389,263627.4698,BAYCHESTER AVENUE,STRANG AVENUE
1,0,0,1,2011,1027857.165,245478.2151,EAST TREMONT AVENUE,WESTCHESTER AVENUE
1,0,0,1,2011,1028249.93,240988.0702,BRUCKNER EXPRESSWAY EXIT 54 EB,BRUSH AVENUE
1,0,0,1,2011,1032184.939,181424.044,NASSAU EXPRESSWAY,SOUTH CONDUIT AVENUE
1,0,1,0,2011,1032638.79,198725.7414,QUEENS BOULEVARD,83 AVENUE
1,1,0,0,2011,1032639.771,209740.076,MAIN STREET,LONG ISLAND EXPRESSWAY
1,0,0,1,2011,1032817.831,257637.7249,BELLAMY LOOP,CO-OP CITY BOULEVARD
1,1,0,0,2011,1032940.045,213238.5073,COLDEN STREET,ELDER AVENUE
1,1,0,0,2011,1033237.384,215555.7632,BOWNE STREET,SANFORD AVENUE
1,0,1,0,2011,1033769.142,163340.7442,CROSS BAY BOULEVARD,EAST 1 ROAD
1,1,0,0,2011,1033939.456,183624.1121,LEFFERTS BOULEVARD,135 AVENUE
1,0,0,1,2011,1035656.844,194182.2564,91 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1,1,0,0,2011,1036879.158,202753.8337,77 ROAD,PARSONS BOULEVARD
1,0,0,1,2011,1037753.461,188732.2873,VAN WYCK EXPRESSWAY SR WEST,LINCOLN STREET
1,1,0,0,2011,1039633.388,202726.3699,168 STREET,UNION TURNPIKE
1,1,0,0,2011,1039868.083,191837.1367,108 AVENUE,SUTPHIN BOULEVARD
1,1,0,0,2011,1042636.657,195044.5972,104 AVENUE,168 PLACE
1,1,0,0,2011,1044383.067,206450.345,73 AVENUE,188 STREET
1,1,0,0,2011,1045792.972,199502.5705,184 STREET,HILLSIDE AVENUE
1,1,0,0,2011,1049477.062,187565.8264,ANDERSON ROAD,MERRICK BOULEVARD
